"map","locus","path_name"
"map00780","TR14790-c0_g1_i1","Biotin metabolism"
"map00780","TR3796-c0_g1_i1","Biotin metabolism"
"map00780","TR11222-c0_g1_i1","Biotin metabolism"
"map00785","TR15054-c0_g1_i1","Lipoic acid metabolism"
"map00785","TR14505-c0_g1_i1","Lipoic acid metabolism"
"map00785","TR14734-c0_g1_i1","Lipoic acid metabolism"
"map00790","TR12877-c0_g1_i1","Folate biosynthesis"
"map00790","TR4571-c0_g1_i1","Folate biosynthesis"
"map00790","TR3697-c0_g1_i1","Folate biosynthesis"
"map00790","TR6033-c0_g1_i1","Folate biosynthesis"
"map00790","TR5754-c0_g1_i1","Folate biosynthesis"
"map00790","TR3197-c0_g1_i1","Folate biosynthesis"
"map00790","TR11121-c0_g1_i1","Folate biosynthesis"
"map00790","TR367-c0_g1_i1","Folate biosynthesis"
"map00790","TR7413-c0_g1_i1utrorf","Folate biosynthesis"
"map00790","TR161-c0_g1_i1","Folate biosynthesis"
"map00790","TR13300-c0_g1_i1utrorf","Folate biosynthesis"
"map00790","TR4908-c0_g1_i1","Folate biosynthesis"
"map00790","TR3210-c0_g1_i1","Folate biosynthesis"
"map00790","TR12665-c0_g1_i1utrorf","Folate biosynthesis"
"map00791","TR9816-c0_g1_i1utrorf","Atrazine degradation"
"map00791","TR2873-c0_g1_i1","Atrazine degradation"
"map00791","TR15205-c0_g1_i1","Atrazine degradation"
"map00830","TR8857-c0_g1_i1","Retinol metabolism"
"map00830","TR10130-c0_g1_i1","Retinol metabolism"
"map00830","TR3671-c0_g1_i1","Retinol metabolism"
"map00830","TR1355-c0_g1_i1","Retinol metabolism"
"map00830","TR9002-c0_g1_i1","Retinol metabolism"
"map00830","TR1131-c0_g1_i1utrorf","Retinol metabolism"
"map00830","TR2063-c0_g1_i1","Retinol metabolism"
"map00830","TR9224-c0_g1_i1","Retinol metabolism"
"map00830","TR15114-c0_g1_i1","Retinol metabolism"
"map00860","TR11840-c0_g1_i1","Porphyrin and chlorophyll metabolism"
"map00860","TR1692-c0_g1_i1","Porphyrin and chlorophyll metabolism"
"map00860","TR13852-c0_g1_i1","Porphyrin and chlorophyll metabolism"
"map00860","TR5115-c0_g1_i1","Porphyrin and chlorophyll metabolism"
"map00860","TR8416-c1_g1_i1","Porphyrin and chlorophyll metabolism"
"map00860","TR13743-c0_g1_i1","Porphyrin and chlorophyll metabolism"
"map00860","TR4370-c0_g1_i1","Porphyrin and chlorophyll metabolism"
"map00860","TR10762-c0_g1_i1","Porphyrin and chlorophyll metabolism"
"map00860","TR15199-c0_g1_i1","Porphyrin and chlorophyll metabolism"
"map00860","TR12402-c0_g1_i1","Porphyrin and chlorophyll metabolism"
"map00860","TR9638-c0_g1_i1","Porphyrin and chlorophyll metabolism"
"map00860","TR14753-c0_g1_i1utrorf","Porphyrin and chlorophyll metabolism"
"map00860","TR10376-c0_g1_i1","Porphyrin and chlorophyll metabolism"
"map00860","TR9221-c0_g1_i1","Porphyrin and chlorophyll metabolism"
"map00860","TR5972-c0_g1_i1","Porphyrin and chlorophyll metabolism"
"map00860","TR11536-c0_g1_i1utrorf","Porphyrin and chlorophyll metabolism"
"map00860","TR5217-c0_g1_i1","Porphyrin and chlorophyll metabolism"
"map00860","TR5133-c0_g1_i1utrorf","Porphyrin and chlorophyll metabolism"
"map00860","TR12402-c1_g1_i1","Porphyrin and chlorophyll metabolism"
"map00900","TR12318-c0_g1_i1utrorf","Terpenoid backbone biosynthesis"
"map00900","TR14738-c0_g1_i1utrorf","Terpenoid backbone biosynthesis"
"map00900","TR11229-c0_g1_i1","Terpenoid backbone biosynthesis"
"map00900","TR11229-c1_g1_i1","Terpenoid backbone biosynthesis"
"map00900","TR6195-c0_g1_i1","Terpenoid backbone biosynthesis"
"map00900","TR3018-c0_g1_i1","Terpenoid backbone biosynthesis"
"map00900","TR5014-c0_g1_i1","Terpenoid backbone biosynthesis"
"map00900","TR14712-c0_g1_i1","Terpenoid backbone biosynthesis"
"map00900","TR6561-c0_g1_i1","Terpenoid backbone biosynthesis"
"map00900","TR9330-c0_g1_i1","Terpenoid backbone biosynthesis"
"map00900","TR7912-c0_g1_i1utrorf","Terpenoid backbone biosynthesis"
"map00900","TR13876-c0_g1_i1","Terpenoid backbone biosynthesis"
"map00900","TR8190-c0_g1_i1","Terpenoid backbone biosynthesis"
"map00900","TR1834-c0_g1_i1","Terpenoid backbone biosynthesis"
"map00900","TR627-c0_g1_i1","Terpenoid backbone biosynthesis"
"map00900","TR3753-c0_g1_i1","Terpenoid backbone biosynthesis"
"map00900","TR14433-c0_g1_i1","Terpenoid backbone biosynthesis"
"map00900","TR14397-c0_g1_i1","Terpenoid backbone biosynthesis"
"map00900","TR7022-c0_g1_i1","Terpenoid backbone biosynthesis"
"map00900","TR12462-c0_g1_i1","Terpenoid backbone biosynthesis"
"map00900","TR14752-c0_g1_i1utrorf","Terpenoid backbone biosynthesis"
"map00901","TR14421-c0_g1_i1utrorf","Indole alkaloid biosynthesis"
"map00903","TR13754-c0_g1_i1","Limonene and pinene degradation"
"map00903","TR14669-c0_g1_i1","Limonene and pinene degradation"
"map00903","TR1540-c0_g1_i1","Limonene and pinene degradation"
"map00903","TR2002-c0_g1_i1","Limonene and pinene degradation"
"map00903","TR10122-c0_g1_i1","Limonene and pinene degradation"
"map00903","TR7188-c0_g1_i1","Limonene and pinene degradation"
"map00903","TR5171-c0_g1_i1","Limonene and pinene degradation"
"map00903","TR9585-c0_g1_i1","Limonene and pinene degradation"
"map00903","TR11705-c0_g1_i1","Limonene and pinene degradation"
"map00908","TR767-c0_g1_i1","Zeatin biosynthesis"
"map00909","TR298-c0_g1_i1","Sesquiterpenoid and triterpenoid biosynthesis"
"map00909","TR989-c0_g1_i1","Sesquiterpenoid and triterpenoid biosynthesis"
"map00910","TR15007-c0_g1_i1","Nitrogen metabolism"
"map00910","TR1163-c0_g1_i1utrorf","Nitrogen metabolism"
"map00910","TR1273-c1_g1_i1","Nitrogen metabolism"
"map00910","TR10849-c0_g1_i1","Nitrogen metabolism"
"map00910","TR2473-c0_g1_i1","Nitrogen metabolism"
"map00910","TR6534-c0_g1_i1utrorf","Nitrogen metabolism"
"map00910","TR2568-c0_g1_i1","Nitrogen metabolism"
"map00910","TR2816-c0_g1_i1","Nitrogen metabolism"
"map00910","TR3664-c0_g1_i1","Nitrogen metabolism"
"map00910","TR4562-c0_g1_i1","Nitrogen metabolism"
"map00910","TR12185-c0_g1_i1","Nitrogen metabolism"
"map00910","TR11225-c0_g1_i1","Nitrogen metabolism"
"map00910","TR2651-c0_g1_i1","Nitrogen metabolism"
"map00910","TR5976-c0_g1_i1","Nitrogen metabolism"
"map00910","TR6294-c0_g1_i1","Nitrogen metabolism"
"map00910","TR2600-c0_g1_i1","Nitrogen metabolism"
"map00920","TR1263-c0_g1_i1","Sulfur metabolism"
"map00920","TR337-c0_g1_i1utrorf","Sulfur metabolism"
"map00920","TR822-c0_g1_i1","Sulfur metabolism"
"map00920","TR337-c0_g1_i1","Sulfur metabolism"
"map00920","TR5150-c0_g1_i1","Sulfur metabolism"
"map00920","TR10661-c0_g1_i1","Sulfur metabolism"
"map00920","TR3900-c0_g1_i1","Sulfur metabolism"
"map00920","TR311-c0_g1_i1","Sulfur metabolism"
"map00920","TR13962-c0_g1_i1","Sulfur metabolism"
"map00920","TR2256-c0_g1_i1","Sulfur metabolism"
"map00920","TR9502-c1_g1_i1","Sulfur metabolism"
"map00920","TR7015-c0_g1_i1","Sulfur metabolism"
"map00920","TR603-c0_g1_i1","Sulfur metabolism"
"map00920","TR3449-c0_g1_i1","Sulfur metabolism"
"map00920","TR3649-c0_g1_i1","Sulfur metabolism"
"map00920","TR10016-c0_g1_i1","Sulfur metabolism"
"map00920","TR5093-c0_g1_i1","Sulfur metabolism"
"map00920","TR4020-c1_g1_i1","Sulfur metabolism"
"map00920","TR12780-c0_g1_i1","Sulfur metabolism"
"map00920","TR1732-c0_g1_i1utrorf","Sulfur metabolism"
"map00920","TR2304-c0_g1_i1utrorf","Sulfur metabolism"
"map00930","TR10020-c0_g1_i1","Caprolactam degradation"
"map00930","TR8241-c0_g1_i1","Caprolactam degradation"
"map00930","TR12268-c0_g1_i1","Caprolactam degradation"
"map00930","TR3057-c0_g1_i1","Caprolactam degradation"
"map00940","TR418-c0_g1_i1","Phenylpropanoid biosynthesis"
"map00940","TR2654-c0_g1_i1","Phenylpropanoid biosynthesis"
"map00940","TR9747-c0_g1_i1","Phenylpropanoid biosynthesis"
"map00940","TR8105-c0_g1_i1","Phenylpropanoid biosynthesis"
"map00940","TR4013-c0_g1_i1","Phenylpropanoid biosynthesis"
"map00940","TR9825-c0_g1_i1","Phenylpropanoid biosynthesis"
"map00940","TR5346-c0_g1_i1","Phenylpropanoid biosynthesis"
"map00940","TR3426-c0_g1_i1","Phenylpropanoid biosynthesis"
"map00940","TR14864-c0_g1_i1","Phenylpropanoid biosynthesis"
"map00940","TR7650-c0_g1_i1","Phenylpropanoid biosynthesis"
"map00940","TR229-c0_g1_i1","Phenylpropanoid biosynthesis"
"map00940","TR1247-c0_g1_i1","Phenylpropanoid biosynthesis"
"map00940","TR6605-c0_g1_i1","Phenylpropanoid biosynthesis"
"map00940","TR5038-c0_g1_i1","Phenylpropanoid biosynthesis"
"map00940","TR13-c0_g1_i1","Phenylpropanoid biosynthesis"
"map00940","TR9413-c0_g1_i1","Phenylpropanoid biosynthesis"
"map00940","TR9262-c0_g1_i1","Phenylpropanoid biosynthesis"
"map00940","TR8975-c0_g1_i1","Phenylpropanoid biosynthesis"
"map00940","TR2590-c0_g1_i1","Phenylpropanoid biosynthesis"
"map00940","TR8292-c0_g1_i1","Phenylpropanoid biosynthesis"
"map00940","TR6318-c0_g1_i1","Phenylpropanoid biosynthesis"
"map00940","TR10402-c0_g1_i1","Phenylpropanoid biosynthesis"
"map00950","TR9427-c0_g1_i1","Isoquinoline alkaloid biosynthesis"
"map00950","TR6915-c0_g1_i1","Isoquinoline alkaloid biosynthesis"
"map00950","TR12461-c0_g1_i1","Isoquinoline alkaloid biosynthesis"
"map00950","TR6365-c0_g1_i1","Isoquinoline alkaloid biosynthesis"
"map00950","TR9567-c0_g1_i1","Isoquinoline alkaloid biosynthesis"
"map00950","TR9557-c0_g1_i1","Isoquinoline alkaloid biosynthesis"
"map00950","TR10968-c0_g1_i1","Isoquinoline alkaloid biosynthesis"
"map00950","TR14421-c0_g1_i1utrorf","Isoquinoline alkaloid biosynthesis"
"map00950","TR10115-c0_g1_i1","Isoquinoline alkaloid biosynthesis"
"map00950","TR3250-c0_g1_i1","Isoquinoline alkaloid biosynthesis"
"map00950","TR2131-c0_g1_i1","Isoquinoline alkaloid biosynthesis"
"map00950","TR11906-c0_g1_i1","Isoquinoline alkaloid biosynthesis"
"map00960","TR10968-c0_g1_i1","Tropane, piperidine and pyridine alkaloid biosynthesis"
"map00960","TR9567-c0_g1_i1","Tropane, piperidine and pyridine alkaloid biosynthesis"
"map00960","TR12461-c0_g1_i1","Tropane, piperidine and pyridine alkaloid biosynthesis"
"map00960","TR9427-c0_g1_i1","Tropane, piperidine and pyridine alkaloid biosynthesis"
"map00960","TR6915-c0_g1_i1","Tropane, piperidine and pyridine alkaloid biosynthesis"
"map00960","TR9557-c0_g1_i1","Tropane, piperidine and pyridine alkaloid biosynthesis"
"map00960","TR11906-c0_g1_i1","Tropane, piperidine and pyridine alkaloid biosynthesis"
"map00960","TR2131-c0_g1_i1","Tropane, piperidine and pyridine alkaloid biosynthesis"
"map00960","TR10115-c0_g1_i1","Tropane, piperidine and pyridine alkaloid biosynthesis"
"map00960","TR11872-c0_g1_i1","Tropane, piperidine and pyridine alkaloid biosynthesis"
"map00965","TR3250-c0_g1_i1","Betalain biosynthesis"
"map00965","TR6365-c0_g1_i1","Betalain biosynthesis"
"map00965","TR14421-c0_g1_i1utrorf","Betalain biosynthesis"
"map00970","TR4370-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR13476-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR10204-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR4540-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR3648-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR13417-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR11016-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR8368-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR1672-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR14740-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR11025-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR9577-c0_g1_i1utrorf","Aminoacyl-tRNA biosynthesis"
"map00970","TR13705-c0_g1_i1utrorf","Aminoacyl-tRNA biosynthesis"
"map00970","TR7885-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR5198-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR13330-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR355-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR9133-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR4493-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR330-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR12259-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR6674-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR10105-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR7882-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR11143-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR163-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR14630-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR2857-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR4369-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR7371-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR13690-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR9322-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR14381-c0_g1_i1utrorf","Aminoacyl-tRNA biosynthesis"
"map00970","TR2989-c1_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00970","TR115-c0_g1_i1utrorf","Aminoacyl-tRNA biosynthesis"
"map00970","TR15199-c0_g1_i1","Aminoacyl-tRNA biosynthesis"
"map00980","TR3671-c0_g1_i1","Metabolism of xenobiotics by cytochrome P450"
"map00980","TR13464-c0_g1_i1","Metabolism of xenobiotics by cytochrome P450"
"map00980","TR546-c0_g1_i1","Metabolism of xenobiotics by cytochrome P450"
"map00980","TR11388-c0_g1_i1","Metabolism of xenobiotics by cytochrome P450"
"map00980","TR9002-c0_g1_i1","Metabolism of xenobiotics by cytochrome P450"
"map00980","TR14641-c0_g1_i1","Metabolism of xenobiotics by cytochrome P450"
"map00980","TR8857-c0_g1_i1","Metabolism of xenobiotics by cytochrome P450"
"map00980","TR2082-c0_g1_i1","Metabolism of xenobiotics by cytochrome P450"
"map00980","TR1131-c0_g1_i1utrorf","Metabolism of xenobiotics by cytochrome P450"
"map00980","TR1125-c0_g1_i1","Metabolism of xenobiotics by cytochrome P450"
"map00980","TR12989-c0_g1_i1utrorf","Metabolism of xenobiotics by cytochrome P450"
"map00980","TR5068-c0_g1_i1","Metabolism of xenobiotics by cytochrome P450"
"map00980","TR15114-c0_g1_i1","Metabolism of xenobiotics by cytochrome P450"
"map00980","TR10130-c0_g1_i1","Metabolism of xenobiotics by cytochrome P450"
"map00980","TR2239-c0_g1_i1","Metabolism of xenobiotics by cytochrome P450"
"map00980","TR2063-c0_g1_i1","Metabolism of xenobiotics by cytochrome P450"
"map00980","TR379-c0_g1_i1","Metabolism of xenobiotics by cytochrome P450"
"map00980","TR9224-c0_g1_i1","Metabolism of xenobiotics by cytochrome P450"
"map00980","TR10333-c0_g1_i1","Metabolism of xenobiotics by cytochrome P450"
"map00980","TR7319-c0_g1_i1","Metabolism of xenobiotics by cytochrome P450"
"map00980","TR6506-c0_g1_i1","Metabolism of xenobiotics by cytochrome P450"
"map00981","TR14669-c0_g1_i1","Insect hormone biosynthesis"
"map00981","TR10122-c0_g1_i1","Insect hormone biosynthesis"
"map00981","TR1540-c0_g1_i1","Insect hormone biosynthesis"
"map00981","TR9585-c0_g1_i1","Insect hormone biosynthesis"
"map00981","TR7188-c0_g1_i1","Insect hormone biosynthesis"
"map00981","TR5171-c0_g1_i1","Insect hormone biosynthesis"
"map00981","TR2002-c0_g1_i1","Insect hormone biosynthesis"
"map00981","TR11705-c0_g1_i1","Insect hormone biosynthesis"
"map00981","TR13754-c0_g1_i1","Insect hormone biosynthesis"
"map00982","TR10130-c0_g1_i1","Drug metabolism - cytochrome P450"
"map00982","TR9224-c0_g1_i1","Drug metabolism - cytochrome P450"
"map00982","TR379-c0_g1_i1","Drug metabolism - cytochrome P450"
"map00982","TR2063-c0_g1_i1","Drug metabolism - cytochrome P450"
"map00982","TR1125-c0_g1_i1","Drug metabolism - cytochrome P450"
"map00982","TR2082-c0_g1_i1","Drug metabolism - cytochrome P450"
"map00982","TR546-c0_g1_i1","Drug metabolism - cytochrome P450"
"map00982","TR12989-c0_g1_i1utrorf","Drug metabolism - cytochrome P450"
"map00982","TR13464-c0_g1_i1","Drug metabolism - cytochrome P450"
"map00982","TR1131-c0_g1_i1utrorf","Drug metabolism - cytochrome P450"
"map00982","TR2802-c0_g1_i1","Drug metabolism - cytochrome P450"
"map00982","TR14641-c0_g1_i1","Drug metabolism - cytochrome P450"
"map00982","TR5068-c0_g1_i1","Drug metabolism - cytochrome P450"
"map00982","TR6506-c0_g1_i1","Drug metabolism - cytochrome P450"
"map00982","TR8857-c0_g1_i1","Drug metabolism - cytochrome P450"
"map00982","TR9002-c0_g1_i1","Drug metabolism - cytochrome P450"
"map00982","TR3671-c0_g1_i1","Drug metabolism - cytochrome P450"
"map00982","TR15114-c0_g1_i1","Drug metabolism - cytochrome P450"
"map00982","TR11388-c0_g1_i1","Drug metabolism - cytochrome P450"
"map00983","TR10340-c0_g1_i1","Drug metabolism - other enzymes"
"map00983","TR13722-c1_g1_i1","Drug metabolism - other enzymes"
"map00983","TR10777-c0_g1_i1","Drug metabolism - other enzymes"
"map00983","TR10602-c0_g1_i1","Drug metabolism - other enzymes"
"map00983","TR2561-c0_g1_i1","Drug metabolism - other enzymes"
"map01040","TR186-c0_g1_i1utrorf","Biosynthesis of unsaturated fatty acids"
"map01040","TR10332-c0_g1_i1","Biosynthesis of unsaturated fatty acids"
"map01040","TR2525-c0_g1_i1","Biosynthesis of unsaturated fatty acids"
"map01040","TR6984-c0_g1_i1","Biosynthesis of unsaturated fatty acids"
"map01040","TR9152-c0_g1_i1","Biosynthesis of unsaturated fatty acids"
"map01040","TR8805-c0_g1_i1","Biosynthesis of unsaturated fatty acids"
"map01040","TR5914-c0_g1_i1","Biosynthesis of unsaturated fatty acids"
"map01040","TR581-c0_g1_i1","Biosynthesis of unsaturated fatty acids"
"map01040","TR1197-c0_g1_i1","Biosynthesis of unsaturated fatty acids"
"map01040","TR12733-c0_g1_i1","Biosynthesis of unsaturated fatty acids"
"map01040","TR4979-c0_g1_i1","Biosynthesis of unsaturated fatty acids"
"map01040","TR9613-c0_g1_i1utrorf","Biosynthesis of unsaturated fatty acids"
"map01040","TR3796-c0_g1_i1","Biosynthesis of unsaturated fatty acids"
"map01040","TR5153-c0_g1_i1","Biosynthesis of unsaturated fatty acids"
"map01040","TR4580-c0_g1_i1","Biosynthesis of unsaturated fatty acids"
"map01040","TR12612-c0_g1_i1","Biosynthesis of unsaturated fatty acids"
"map01040","TR14-c0_g1_i1","Biosynthesis of unsaturated fatty acids"
"map01040","TR7515-c0_g1_i1utrorf","Biosynthesis of unsaturated fatty acids"
"map01040","TR9828-c0_g1_i1","Biosynthesis of unsaturated fatty acids"
"map01051","TR6695-c0_g1_i1","Biosynthesis of ansamycins"
"map01059","TR7171-c0_g1_i1","Biosynthesis of enediyne antibiotics"
"map01100","TR9299-c0_g1_i1","Metabolic pathways"
"map01100","TR14669-c0_g1_i1","Metabolic pathways"
"map01100","TR11222-c0_g1_i1","Metabolic pathways"
"map01100","TR4523-c0_g1_i1","Metabolic pathways"
"map01100","TR7022-c0_g1_i1","Metabolic pathways"
"map01100","TR9811-c0_g1_i1","Metabolic pathways"
"map01100","TR7671-c0_g1_i1","Metabolic pathways"
"map01100","TR1021-c0_g1_i1utrorf","Metabolic pathways"
"map01100","TR9357-c0_g1_i1","Metabolic pathways"
"map01100","TR2706-c0_g1_i1","Metabolic pathways"
"map01100","TR5981-c0_g1_i1utrorf","Metabolic pathways"
"map01100","TR11229-c0_g1_i1","Metabolic pathways"
"map01100","TR9613-c0_g1_i1utrorf","Metabolic pathways"
"map01100","TR9144-c0_g1_i1","Metabolic pathways"
"map01100","TR6890-c0_g1_i1","Metabolic pathways"
"map01100","TR6318-c0_g1_i1","Metabolic pathways"
"map01100","TR3628-c0_g1_i1","Metabolic pathways"
"map01100","TR6841-c0_g1_i1","Metabolic pathways"
"map01100","TR418-c0_g1_i1","Metabolic pathways"
"map01100","TR12254-c0_g1_i1","Metabolic pathways"
"map01100","TR11785-c0_g1_i1","Metabolic pathways"
"map01100","TR4949-c0_g1_i1","Metabolic pathways"
"map01100","TR10753-c0_g1_i1","Metabolic pathways"
"map01100","TR10960-c0_g1_i1utrorf","Metabolic pathways"
"map01100","TR8002-c0_g1_i1","Metabolic pathways"
"map01100","TR14106-c0_g1_i1","Metabolic pathways"
"map01100","TR15059-c0_g1_i1","Metabolic pathways"
"map01100","TR1552-c0_g1_i1","Metabolic pathways"
"map01100","TR13826-c0_g1_i1","Metabolic pathways"
"map01100","TR9171-c0_g1_i1","Metabolic pathways"
"map01100","TR8355-c0_g1_i1","Metabolic pathways"
"map01100","TR9413-c0_g1_i1","Metabolic pathways"
"map01100","TR13754-c0_g1_i1","Metabolic pathways"
"map01100","TR10737-c0_g1_i1","Metabolic pathways"
"map01100","TR13895-c0_g1_i1","Metabolic pathways"
"map01100","TR3796-c0_g1_i1","Metabolic pathways"
"map01100","TR6065-c0_g1_i1","Metabolic pathways"
"map01100","TR14734-c0_g1_i1","Metabolic pathways"
"map01100","TR3125-c0_g1_i1","Metabolic pathways"
"map01100","TR8490-c0_g1_i1","Metabolic pathways"
"map01100","TR9379-c0_g1_i1utrorf","Metabolic pathways"
"map01100","TR10260-c0_g1_i1","Metabolic pathways"
"map01100","TR2105-c0_g1_i1","Metabolic pathways"
"map01100","TR588-c0_g1_i1","Metabolic pathways"
"map01100","TR13243-c0_g1_i1","Metabolic pathways"
"map01100","TR6947-c0_g1_i1","Metabolic pathways"
"map01100","TR6695-c0_g1_i1","Metabolic pathways"
"map01100","TR5164-c0_g1_i1","Metabolic pathways"
"map01100","TR5042-c0_g1_i1","Metabolic pathways"
"map01100","TR14397-c0_g1_i1","Metabolic pathways"
"map01100","TR10817-c0_g1_i1","Metabolic pathways"
"map01100","TR5640-c0_g1_i1","Metabolic pathways"
"map01100","TR9333-c0_g1_i1","Metabolic pathways"
"map01100","TR3069-c0_g1_i1","Metabolic pathways"
"map01100","TR642-c1_g1_i1","Metabolic pathways"
"map01100","TR12463-c0_g1_i1","Metabolic pathways"
"map01100","TR4101-c0_g1_i1","Metabolic pathways"
"map01100","TR3062-c0_g1_i1utrorf","Metabolic pathways"
"map01100","TR2384-c0_g1_i1","Metabolic pathways"
"map01100","TR813-c0_g1_i1","Metabolic pathways"
"map01100","TR15222-c0_g1_i1","Metabolic pathways"
"map01100","TR7959-c0_g1_i1","Metabolic pathways"
"map01100","TR3746-c0_g1_i1","Metabolic pathways"
"map01100","TR6679-c0_g1_i1","Metabolic pathways"
"map01100","TR6548-c0_g1_i1","Metabolic pathways"
"map01100","TR5865-c0_g1_i1","Metabolic pathways"
"map01100","TR9684-c3_g1_i1","Metabolic pathways"
"map01100","TR11208-c1_g1_i1","Metabolic pathways"
"map01100","TR3426-c0_g1_i1","Metabolic pathways"
"map01100","TR12402-c0_g1_i1","Metabolic pathways"
"map01100","TR11529-c0_g1_i1","Metabolic pathways"
"map01100","TR5513-c0_g1_i1utrorf","Metabolic pathways"
"map01100","TR1023-c0_g1_i1","Metabolic pathways"
"map01100","TR14862-c0_g1_i1","Metabolic pathways"
"map01100","TR10804-c0_g1_i1","Metabolic pathways"
"map01100","TR758-c0_g1_i1","Metabolic pathways"
"map01100","TR9644-c1_g1_i1","Metabolic pathways"
"map01100","TR1023-c1_g1_i1","Metabolic pathways"
"map01100","TR12817-c0_g1_i1","Metabolic pathways"
"map01100","TR12386-c0_g1_i1","Metabolic pathways"
"map01100","TR2645-c0_g1_i1","Metabolic pathways"
"map01100","TR3032-c0_g1_i1","Metabolic pathways"
"map01100","TR1663-c0_g1_i1","Metabolic pathways"
"map01100","TR4550-c0_g1_i1","Metabolic pathways"
"map01100","TR11001-c0_g1_i1","Metabolic pathways"
"map01100","TR3205-c0_g1_i1","Metabolic pathways"
"map01100","TR14864-c0_g1_i1","Metabolic pathways"
"map01100","TR1247-c0_g1_i1","Metabolic pathways"
"map01100","TR1215-c1_g1_i1","Metabolic pathways"
"map01100","TR11715-c0_g1_i1utrorf","Metabolic pathways"
"map01100","TR2071-c0_g1_i1","Metabolic pathways"
"map01100","TR5951-c0_g1_i1","Metabolic pathways"
"map01100","TR9827-c0_g1_i1","Metabolic pathways"
"map01100","TR8241-c0_g1_i1","Metabolic pathways"
"map01100","TR8177-c0_g1_i1utrorf","Metabolic pathways"
"map01100","TR767-c0_g1_i1","Metabolic pathways"
"map01100","TR6773-c0_g1_i1","Metabolic pathways"
"map01100","TR3004-c0_g1_i1","Metabolic pathways"
"map01100","TR849-c0_g1_i1","Metabolic pathways"
"map01100","TR5306-c0_g1_i1","Metabolic pathways"
"map01100","TR5101-c0_g1_i1","Metabolic pathways"
"map01100","TR3940-c0_g1_i1","Metabolic pathways"
"map01100","TR12398-c0_g1_i1","Metabolic pathways"
"map01100","TR6698-c0_g1_i1","Metabolic pathways"
"map01100","TR11811-c0_g1_i1","Metabolic pathways"
"map01100","TR12927-c0_g1_i1","Metabolic pathways"
"map01100","TR10616-c0_g1_i1","Metabolic pathways"
"map01100","TR1674-c0_g1_i1","Metabolic pathways"
"map01100","TR5759-c0_g1_i1utrorf","Metabolic pathways"
"map01100","TR15090-c0_g1_i1","Metabolic pathways"
"map01100","TR10763-c0_g1_i1utrorf","Metabolic pathways"
"map01100","TR9638-c0_g1_i1","Metabolic pathways"
"map01100","TR776-c0_g1_i1","Metabolic pathways"
"map01100","TR4423-c0_g1_i1","Metabolic pathways"
"map01100","TR11627-c0_g1_i1","Metabolic pathways"
"map01100","TR13766-c0_g1_i1","Metabolic pathways"
"map01100","TR12589-c0_g1_i1utrorf","Metabolic pathways"
"map01100","TR14016-c0_g1_i1","Metabolic pathways"
"map01100","TR7851-c0_g1_i1utrorf","Metabolic pathways"
"map01100","TR5985-c0_g1_i1utrorf","Metabolic pathways"
"map01100","TR10974-c0_g1_i1","Metabolic pathways"
"map01100","TR7371-c0_g1_i1","Metabolic pathways"
"map01100","TR8805-c0_g1_i1","Metabolic pathways"
"map01100","TR1582-c0_g1_i1","Metabolic pathways"
"map01100","TR13739-c0_g1_i1","Metabolic pathways"
"map01100","TR11246-c0_g1_i1","Metabolic pathways"
"map01100","TR229-c0_g1_i1","Metabolic pathways"
